case,alpha,a,b,c,r,f,p,rho_E,rho_P
3,0.1,3.3333333333333335,3.3333333333333335,1.0,0.3985713198743963,1.1239681849462064,6.014286801256037,0.44798148297083906,1.5505694256345444
3,0.1,3.3333333333333335,4.444444444444445,1.0,0.3990366888872434,1.075965346196435,6.009633111127566,0.429349649103642,1.5696777601006018
3,0.1,3.3333333333333335,5.555555555555555,1.0,0.3993122180836117,1.051291561289287,6.006877819163882,0.41979356519100847,1.5795139224529577
3,0.1,3.3333333333333335,6.666666666666667,1.0,0.39948598223703624,1.0369498175562053,6.005140177629637,0.4142469163969562,1.5852364236974734
3,0.1,3.3333333333333335,7.777777777777779,1.0,0.3996018886793363,1.0278817044187432,6.0039811132066365,0.4107434704246651,1.5888568333284347
3,0.1,3.3333333333333335,8.88888888888889,1.0,0.39968282337576433,1.0217852766548479,6.003171766242356,0.40839002425719606,1.5912917931084583
3,0.1,3.3333333333333335,10.0,1.0,0.3997414788247089,1.0174904849258646,6.002585211752911,0.4067331511343353,1.593007659358393
3,0.1,4.444444444444445,4.444444444444445,1.0,0.3987099036103726,1.1013490430001243,6.012900963896273,0.4391187707759557,1.5595744893474714
3,0.1,4.444444444444445,5.555555555555555,1.0,0.39908024480616566,1.0684178239474322,6.009197551938343,0.42638444673621206,1.5726873385737878
3,0.1,4.444444444444445,6.666666666666667,1.0,0.3993131918312929,1.0492818043064114,6.006868081687071,0.41899206640809117,1.5803164083685957
3,0.1,4.444444444444445,7.777777777777779,1.0,0.39946834064098935,1.0371844822282767,6.0053165935901065,0.41432236405431344,1.5851431499699358
3,0.1,4.444444444444445,8.88888888888889,1.0,0.39957657405089864,1.0290525088586866,6.004234259491013,0.411185276008236,1.5883895051473185
3,0.1,4.444444444444445,10.0,1.0,0.3996549632385594,1.0233242018195965,6.0034503676144055,0.408976596259339,1.590677176475553
3,0.1,5.555555555555555,5.555555555555555,1.0,0.39884689468394585,1.0855588429609182,6.011531053160541,0.43297177351165944,1.565861824653587
3,0.1,5.555555555555555,6.666666666666667,1.0,0.3991396680166459,1.0616215640572904,6.008603319833541,0.4237352786371393,1.5753969876682907
3,0.1,5.555555555555555,7.777777777777779,1.0,0.39933436705550873,1.0464917339255249,6.006656329444912,0.41790011419597134,1.581429822187369
3,0.1,5.555555555555555,8.88888888888889,1.0,0.3994700611877793,1.0363224948489358,6.005299388122207,0.4139798104275765,1.585487442408756
3,0.1,5.555555555555555,10.0,1.0,0.3995682758626663,1.0291597052377397,6.004317241373337,0.4112195690091735,1.5883468429961851
3,0.1,6.666666666666667,6.666666666666667,1.0,0.3989654060311222,1.0739691469902266,6.0103459396887775,0.4284765367938537,1.5704781653904638
3,0.1,6.666666666666667,7.777777777777779,1.0,0.3991999658538298,1.0558034811526218,6.008000341461702,0.42147671362448125,1.5777168516829978
3,0.1,6.666666666666667,8.88888888888889,1.0,0.3993632837909259,1.0435952449801076,6.006367162090741,0.41677362398385154,1.5825856057317653
3,0.1,6.666666666666667,10.0,1.0,0.3994814161783473,1.0349970005519138,6.005185838216526,0.41346206752082026,1.5860166593657261
3,0.1,7.777777777777779,7.777777777777779,1.0,0.39906513495324925,1.065119745693664,6.0093486504675075,0.4250521550566126,1.5740042401700802
3,0.1,7.777777777777779,8.88888888888889,1.0,0.3992562408597694,1.0508707696594093,6.007437591402305,0.41956671312362837,1.579683995959554
3,0.1,7.777777777777779,10.0,1.0,0.39939438366480484,1.040836093155562,6.006056163351952,0.41570408992194907,1.583686626031401
3,0.1,8.88888888888889,8.88888888888889,1.0,0.39914893138861984,1.058149079347081,6.008510686113802,0.42235907427123925,1.5767826139395678
3,0.1,8.88888888888889,10.0,1.0,0.39930717779911373,1.0466769884640685,6.006928222008862,0.41794563433086274,1.5813567434422304
3,0.1,10.0,10.0,1.0,0.3992197980562109,1.052519691914867,6.00780201943789,0.4201866988564385,1.579027012049041
