pmax,beta,gamma,p,s,r,c,P,E,P/E
10,10.612244897959183,13.020408163265305,5.344523702898087,0.0,-68.58788004997916,10.612244897959183,361.3018294635833,-68.58788004997916,-5.267721195061096
10,10.612244897959183,13.408163265306122,5.343413164352499,0.0,-70.64535610162432,10.612244897959183,372.2184940601828,-70.64535610162432,-5.268831733606684
10,10.612244897959183,13.795918367346939,5.342365052529887,0.0,-72.70283215326947,10.612244897959183,383.13518987014373,-72.70283215326947,-5.269879845429296
10,10.612244897959183,14.183673469387754,5.341374247540743,0.0,-74.76030820491461,10.612244897959183,394.0519143335213,-74.76030820491461,-5.27087065041844
10,10.612244897959183,14.571428571428571,5.3404361744697875,0.0,-76.81778425655976,10.612244897959183,404.9686651628581,-76.81778425655976,-5.2718087234893956
10,10.612244897959183,14.959183673469386,5.33954673274494,0.0,-78.8752603082049,10.612244897959183,415.8854403078678,-78.8752603082049,-5.272698165214243
10,10.612244897959183,15.346938775510203,5.338702236213634,0.0,-80.93273635985005,10.612244897959183,426.8022379254744,-80.93273635985005,-5.273542661745549
10,10.612244897959183,15.73469387755102,5.337899362079462,0.0,-82.99021241149521,10.612244897959183,437.7190563542796,-82.99021241149521,-5.274345535879721
10,10.612244897959183,16.122448979591837,5.337135107207439,0.0,-85.04768846314035,10.612244897959183,448.6358940927158,-85.04768846314035,-5.275109790751744
10,10.612244897959183,16.51020408163265,5.336406750586514,0.0,-87.1051645147855,10.612244897959183,459.55274978027745,-87.1051645147855,-5.275838147372669
10,10.612244897959183,16.89795918367347,5.335711820960268,0.0,-89.16264056643065,10.612244897959183,470.46962218133666,-89.16264056643065,-5.276533076998915
10,10.612244897959183,17.285714285714285,5.335048068814302,0.0,-91.22011661807579,10.612244897959183,481.3865101711358,-91.22011661807579,-5.277196829144881
10,10.612244897959183,17.6734693877551,5.334413442051185,0.0,-93.27759266972093,10.612244897959183,492.3034127236265,-93.27759266972093,-5.277831455907998
10,10.612244897959183,18.06122448979592,5.3338060647988,0.0,-95.33506872136608,10.612244897959183,503.2203289008725,-95.33506872136608,-5.278438833160383
10,10.612244897959183,18.448979591836736,5.333224218891096,0.0,-97.39254477301124,10.612244897959183,514.1372578437908,-97.39254477301124,-5.279020679068087
10,10.612244897959183,18.83673469387755,5.332666327636146,0.0,-99.45002082465638,10.612244897959183,525.0541987640355,-99.45002082465638,-5.279578570323037
10,10.612244897959183,19.224489795918366,5.332130941548594,0.0,-101.50749687630153,10.612244897959183,535.971150936864,-101.50749687630153,-5.280113956410589
10,10.612244897959183,19.612244897959183,5.331616725774596,0.0,-103.56497292794667,10.612244897959183,546.8881136948493,-103.56497292794667,-5.280628172184587
10,10.612244897959183,20.0,5.331122448979592,0.0,-105.62244897959184,10.612244897959183,557.8050864223239,-105.62244897959184,-5.281122448979591
10,11.020408163265307,1.0,6.010204081632653,0.0,-5.010204081632653,11.020408163265307,25.1021449396085,-5.010204081632653,-5.010204081632653
10,11.020408163265307,1.3877551020408163,5.870498199279712,0.0,-7.146813827571846,11.020408163265307,36.80544774136227,-7.146813827571846,-5.1499099639855945
10,11.020408163265307,1.7755102040816326,5.791813277034953,0.0,-9.283423573511039,11.020408163265307,48.539261023170134,-9.283423573511039,-5.228594886230354
10,11.020408163265307,2.163265306122449,5.741336157104351,0.0,-11.42003331945023,11.020408163265307,60.28717820613508,-11.42003331945023,-5.2790720061609555
10,11.020408163265307,2.5510204081632653,5.706204081632653,0.0,-13.556643065389421,11.020408163265307,72.04276791132948,-13.556643065389421,-5.314204081632654
10,11.020408163265307,2.9387755102040813,5.680342970521543,0.0,-15.693252811328612,11.020408163265307,83.80299309870415,-15.693252811328612,-5.340065192743764
10,11.020408163265307,3.326530612244898,5.660510830098911,0.0,-17.829862557267806,11.020408163265307,95.56623277142309,-17.829862557267806,-5.359897333166396
10,11.020408163265307,3.7142857142857144,5.644819466248038,0.0,-19.966472303207002,11.020408163265307,107.3315428324279,-19.966472303207002,-5.375588697017268
10,11.020408163265307,4.1020408163265305,5.632094628896335,0.0,-22.10308204914619,11.020408163265307,119.09833615668228,-22.10308204914619,-5.388313534368971
10,11.020408163265307,4.489795918367347,5.62156771799629,0.0,-24.23969179508538,11.020408163265307,130.8662284441625,-24.23969179508538,-5.398840445269016
10,11.020408163265307,4.877551020408163,5.612714541883699,0.0,-26.37630154102457,11.020408163265307,142.63495759903643,-26.37630154102457,-5.407693621381608
10,11.020408163265307,5.26530612244898,5.605165321942731,0.0,-28.512911286963767,11.020408163265307,154.40433873199623,-28.512911286963767,-5.415242841322576
10,11.020408163265307,5.653061224489796,5.598651735062257,0.0,-30.64952103290296,11.020408163265307,166.1742376814862,-30.64952103290296,-5.42175642820305
10,11.020408163265307,6.040816326530612,5.592974351902924,0.0,-32.78613077884215,11.020408163265307,177.9445547328368,-32.78613077884215,-5.427433811362383
10,11.020408163265307,6.428571428571429,5.587981859410431,0.0,-34.92274052478135,11.020408163265307,189.71521422952083,-34.92274052478135,-5.432426303854876
10,11.020408163265307,6.816326530612245,5.583557375045827,0.0,-37.059350270720536,11.020408163265307,201.48615773026873,-37.059350270720536,-5.43685078821948
10,11.020408163265307,7.204081632653061,5.579609180782795,0.0,-39.19596001665973,11.020408163265307,213.25733937606748,-39.19596001665973,-5.440798982482511
10,11.020408163265307,7.591836734693877,5.5760642966864165,0.0,-41.332569762598915,11.020408163265307,225.0287226769495,-41.332569762598915,-5.44434386657889
10,11.020408163265307,7.979591836734693,5.572863928179968,0.0,-43.46917950853811,11.020408163265307,236.8002782356265,-43.46917950853811,-5.4475442350853385
10,11.020408163265307,8.36734693877551,5.569960179193629,0.0,-45.6057892544773,11.020408163265307,248.5719821040636,-45.6057892544773,-5.450447984071678
10,11.020408163265307,8.755102040816325,5.567313638742211,0.0,-47.74239900041649,11.020408163265307,260.3438145767681,-47.74239900041649,-5.453094524523096
10,11.020408163265307,9.142857142857142,5.564891581632653,0.0,-49.87900874635569,11.020408163265307,272.1157592911436,-49.87900874635569,-5.455516581632653
10,11.020408163265307,9.53061224489796,5.562666608399248,0.0,-52.01561849229488,11.020408163265307,283.8878025474571,-52.01561849229488,-5.4577415548660575
10,11.020408163265307,9.918367346938775,5.560615604266398,0.0,-54.152228238234066,11.020408163265307,295.65993278832093,-54.152228238234066,-5.459792558998909
10,11.020408163265307,10.306122448979592,5.5587189331178015,0.0,-56.288837984173256,11.020408163265307,307.4321401956769,-56.288837984173256,-5.461689230147505
10,11.020408163265307,10.693877551020408,5.556959806823493,0.0,-58.42544773011246,11.020408163265307,319.20441637545997,-58.42544773011246,-5.463448356441813
10,11.020408163265307,11.081632653061224,5.555323786973354,0.0,-60.56205747605165,11.020408163265307,330.9767541084652,-60.56205747605165,-5.465084376291953
10,11.020408163265307,11.46938775510204,5.553798387682475,0.0,-62.69866722199084,11.020408163265307,342.74914715175,-62.69866722199084,-5.466609775582832
10,11.020408163265307,11.857142857142858,5.552372756331448,0.0,-64.83527696793003,11.020408163265307,354.5215900790047,-64.83527696793003,-5.468035406933859
10,11.020408163265307,12.244897959183673,5.551037414965987,0.0,-66.97188671386922,11.020408163265307,366.2940781512522,-66.97188671386922,-5.46937074829932
10,11.020408163265307,12.63265306122449,5.549784049322476,0.0,-69.10849645980842,11.020408163265307,378.06660721136075,-69.10849645980842,-5.470624113942831
10,11.020408163265307,13.020408163265305,5.548605335551149,0.0,-71.2451062057476,11.020408163265307,389.83917359740525,-71.2451062057476,-5.471802827714158
10,11.020408163265307,13.408163265306122,5.547494797005561,0.0,-73.3817159516868,11.020408163265307,401.6117740710627,-73.3817159516868,-5.472913366259746
10,11.020408163265307,13.795918367346939,5.546446685182949,0.0,-75.518325697626,11.020408163265307,413.3844057580817,-75.518325697626,-5.473961478082358
10,11.020408163265307,14.183673469387754,5.5454558801938045,0.0,-77.65493544356518,11.020408163265307,425.1570660985173,-77.65493544356518,-5.474952283071502
10,11.020408163265307,14.571428571428571,5.544517807122849,0.0,-79.79154518950438,11.020408163265307,436.9297528049121,-79.79154518950438,-5.4758903561424574
10,11.020408163265307,14.959183673469386,5.543628365398002,0.0,-81.92815493544357,11.020408163265307,448.7024638269799,-81.92815493544357,-5.476779797867305
10,11.020408163265307,15.346938775510203,5.542783868866696,0.0,-84.06476468138275,11.020408163265307,460.4751973216445,-84.06476468138275,-5.477624294398611
10,11.020408163265307,15.73469387755102,5.541980994732524,0.0,-86.20137442732195,11.020408163265307,472.2479516275077,-86.20137442732195,-5.478427168532783
10,11.020408163265307,16.122448979591837,5.541216739860501,0.0,-88.33798417326115,11.020408163265307,484.02072524300195,-88.33798417326115,-5.479191423404806
10,11.020408163265307,16.51020408163265,5.540488383239576,0.0,-90.47459391920033,11.020408163265307,495.7935168076216,-90.47459391920033,-5.479919780025731
10,11.020408163265307,16.89795918367347,5.5397934536133295,0.0,-92.61120366513954,11.020408163265307,507.56632508573887,-92.61120366513954,-5.480614709651977
10,11.020408163265307,17.285714285714285,5.539129701467364,0.0,-94.74781341107872,11.020408163265307,519.339148952596,-94.74781341107872,-5.481278461797942
10,11.020408163265307,17.6734693877551,5.5384950747042465,0.0,-96.8844231570179,11.020408163265307,531.1119873821448,-96.8844231570179,-5.48191308856106
10,11.020408163265307,18.06122448979592,5.537887697451862,0.0,-99.0210329029571,11.020408163265307,542.8848394364488,-99.0210329029571,-5.482520465813445
10,11.020408163265307,18.448979591836736,5.537305851544158,0.0,-101.1576426488963,11.020408163265307,554.6577042564252,-101.1576426488963,-5.483102311721149
10,11.020408163265307,18.83673469387755,5.536747960289208,0.0,-103.29425239483548,11.020408163265307,566.4305810537279,-103.29425239483548,-5.483660202976099
10,11.020408163265307,19.224489795918366,5.536212574201656,0.0,-105.43086214077468,11.020408163265307,578.2034691036143,-105.43086214077468,-5.484195589063651
10,11.020408163265307,19.612244897959183,5.535698358427658,0.0,-107.56747188671386,11.020408163265307,589.9763677386576,-107.56747188671386,-5.484709804837649
10,11.020408163265307,20.0,5.535204081632654,0.0,-109.70408163265307,11.020408163265307,601.7492763431904,-109.70408163265307,-5.485204081632654
10,11.428571428571429,1.0,6.214285714285714,0.0,-5.214285714285714,11.428571428571429,27.18877551020408,-5.214285714285714,-5.214285714285714
10,11.428571428571429,1.3877551020408163,6.074579831932773,0.0,-7.43002915451895,11.428571428571429,39.780313656074675,-7.43002915451895,-5.3539915966386555
10,11.428571428571429,1.7755102040816326,5.995894909688014,0.0,-9.645772594752188,11.428571428571429,52.402362281999366,-9.645772594752188,-5.432676518883415
10,11.428571428571429,2.163265306122449,5.945417789757412,0.0,-11.861516034985424,11.428571428571429,65.03851480908114,-11.861516034985424,-5.4831536388140165
10,11.428571428571429,2.5510204081632653,5.910285714285714,0.0,-14.077259475218659,11.428571428571429,77.68233985839234,-14.077259475218659,-5.518285714285715
10,11.428571428571429,2.9387755102040813,5.884424603174604,0.0,-16.293002915451893,11.428571428571429,90.33080038988383,-16.293002915451893,-5.544146825396825
10,11.428571428571429,3.326530612244898,5.864592462751972,0.0,-18.50874635568513,11.428571428571429,102.9822754067196,-18.50874635568513,-5.563978965819457
10,11.428571428571429,3.7142857142857144,5.848901098901099,0.0,-20.72448979591837,11.428571428571429,115.63582081184123,-20.72448979591837,-5.579670329670329
10,11.428571428571429,4.1020408163265305,5.836176261549396,0.0,-22.940233236151606,11.428571428571429,128.29084948021244,-22.940233236151606,-5.592395167022032
10,11.428571428571429,4.489795918367347,5.825649350649351,0.0,-25.15597667638484,11.428571428571429,140.94697711180947,-25.15597667638484,-5.602922077922078
10,11.428571428571429,4.877551020408163,5.81679617453676,0.0,-27.37172011661807,11.428571428571429,153.60394161080023,-27.37172011661807,-5.611775254034669
10,11.428571428571429,5.26530612244898,5.809246954595792,0.0,-29.58746355685131,11.428571428571429,166.26155808787684,-29.58746355685131,-5.619324473975637
10,11.428571428571429,5.653061224489796,5.802733367715318,0.0,-31.80320699708455,11.428571428571429,178.91969238148366,-31.80320699708455,-5.625838060856111
10,11.428571428571429,6.040816326530612,5.797055984555985,0.0,-34.018950437317784,11.428571428571429,191.57824477695104,-34.018950437317784,-5.631515444015444
10,11.428571428571429,6.428571428571429,5.792063492063492,0.0,-36.234693877551024,11.428571428571429,204.2371396177519,-36.234693877551024,-5.636507936507937
10,11.428571428571429,6.816326530612245,5.787639007698888,0.0,-38.45043731778426,11.428571428571429,216.89631846261662,-38.45043731778426,-5.640932420872541
10,11.428571428571429,7.204081632653061,5.7836908134358564,0.0,-40.6661807580175,11.428571428571429,229.5557354525322,-40.6661807580175,-5.644880615135572
10,11.428571428571429,7.591836734693877,5.7801459293394775,0.0,-42.88192419825072,11.428571428571429,242.21535409753102,-42.88192419825072,-5.648425499231951
10,11.428571428571429,7.979591836734693,5.776945560833029,0.0,-45.09766763848396,11.428571428571429,254.87514500032486,-45.09766763848396,-5.6516258677383995
10,11.428571428571429,8.36734693877551,5.77404181184669,0.0,-47.3134110787172,11.428571428571429,267.5350842128788,-47.3134110787172,-5.654529616724739
10,11.428571428571429,8.755102040816325,5.771395271395272,0.0,-49.529154518950435,11.428571428571429,280.1951520297001,-49.529154518950435,-5.657176157176157
10,11.428571428571429,9.142857142857142,5.768973214285714,0.0,-51.744897959183675,11.428571428571429,292.8553320881924,-51.744897959183675,-5.659598214285714
10,11.428571428571429,9.53061224489796,5.766748241052309,0.0,-53.96064139941691,11.428571428571429,305.5156106886228,-53.96064139941691,-5.66182318751912
10,11.428571428571429,9.918367346938775,5.764697236919459,0.0,-56.17638483965014,11.428571428571429,318.1759762736034,-56.17638483965014,-5.66387419165197
10,11.428571428571429,10.306122448979592,5.7628005657708625,0.0,-58.39212827988338,11.428571428571429,330.8364190250762,-58.39212827988338,-5.665770862800566
10,11.428571428571429,10.693877551020408,5.761041439476554,0.0,-60.60787172011663,11.428571428571429,343.49693054897614,-60.60787172011663,-5.6675299890948745
10,11.428571428571429,11.081632653061224,5.759405419626415,0.0,-62.82361516034985,11.428571428571429,356.15750362609805,-62.82361516034985,-5.669166008945014
10,11.428571428571429,11.46938775510204,5.757880020335536,0.0,-65.03935860058309,11.428571428571429,368.81813201349973,-65.03935860058309,-5.670691408235893
10,11.428571428571429,11.857142857142858,5.756454388984509,0.0,-67.25510204081633,11.428571428571429,381.4788102848713,-67.25510204081633,-5.67211703958692
10,11.428571428571429,12.244897959183673,5.755119047619048,0.0,-69.47084548104957,11.428571428571429,394.1395337012356,-69.47084548104957,-5.673452380952381
10,11.428571428571429,12.63265306122449,5.753865681975537,0.0,-71.6865889212828,11.428571428571429,406.80029810546097,-71.6865889212828,-5.674705746595892
10,11.428571428571429,13.020408163265305,5.75268696820421,0.0,-73.90233236151603,11.428571428571429,419.4610998356223,-73.90233236151603,-5.675884460367219
10,11.428571428571429,13.408163265306122,5.751576429658622,0.0,-76.11807580174927,11.428571428571429,432.1219356533966,-76.11807580174927,-5.676994998912807
10,11.428571428571429,13.795918367346939,5.75052831783601,0.0,-78.33381924198251,11.428571428571429,444.7828026845324,-78.33381924198251,-5.678043110735419
10,11.428571428571429,14.183673469387754,5.7495375128468655,0.0,-80.54956268221574,11.428571428571429,457.4436983690848,-80.54956268221574,-5.679033915724563
10,11.428571428571429,14.571428571428571,5.74859943977591,0.0,-82.76530612244898,11.428571428571429,470.1046204195964,-82.76530612244898,-5.6799719887955185
10,11.428571428571429,14.959183673469386,5.747709998051063,0.0,-84.98104956268222,11.428571428571429,482.765566785781,-84.98104956268222,-5.680861430520366
10,11.428571428571429,15.346938775510203,5.746865501519757,0.0,-87.19679300291546,11.428571428571429,495.4265356245625,-87.19679300291546,-5.681705927051672
10,11.428571428571429,15.73469387755102,5.746062627385585,0.0,-89.41253644314868,11.428571428571429,508.08752527454243,-89.41253644314868,-5.682508801185844
10,11.428571428571429,16.122448979591837,5.745298372513562,0.0,-91.62827988338192,11.428571428571429,520.7485342341536,-91.62827988338192,-5.6832730560578675
10,11.428571428571429,16.51020408163265,5.744570015892637,0.0,-93.84402332361516,11.428571428571429,533.4095611428901,-93.84402332361516,-5.684001412678792
10,11.428571428571429,16.89795918367347,5.7438750862663905,0.0,-96.0597667638484,11.428571428571429,546.0706047651241,-96.0597667638484,-5.684696342305038
10,11.428571428571429,17.285714285714285,5.743211334120425,0.0,-98.27551020408163,11.428571428571429,558.731663976098,-98.27551020408163,-5.685360094451004
10,11.428571428571429,17.6734693877551,5.7425767073573075,0.0,-100.49125364431487,11.428571428571429,571.3927377497637,-100.49125364431487,-5.685994721214121
10,11.428571428571429,18.06122448979592,5.741969330104923,0.0,-102.7069970845481,11.428571428571429,584.0538251481845,-102.7069970845481,-5.686602098466505
10,11.428571428571429,18.448979591836736,5.741387484197219,0.0,-104.92274052478135,11.428571428571429,596.7149253122777,-104.92274052478135,-5.68718394437421
10,11.428571428571429,18.83673469387755,5.740829592942269,0.0,-107.13848396501457,11.428571428571429,609.3760374536972,-107.13848396501457,-5.68774183562916
10,11.428571428571429,19.224489795918366,5.740294206854717,0.0,-109.35422740524781,11.428571428571429,622.0371608477005,-109.35422740524781,-5.688277221716712
10,11.428571428571429,19.612244897959183,5.739779991080719,0.0,-111.56997084548104,11.428571428571429,634.6982948268607,-111.56997084548104,-5.68879143749071
10,11.428571428571429,20.0,5.739285714285715,0.0,-113.78571428571429,11.428571428571429,647.3594387755102,-113.78571428571429,-5.689285714285714
10,11.83673469387755,1.0,6.418367346938775,0.0,-5.418367346938775,11.83673469387755,29.358704706372343,-5.418367346938775,-5.418367346938775
10,11.83673469387755,1.3877551020408163,6.278661464585834,0.0,-7.713244481466056,11.83673469387755,42.87077766341855,-7.713244481466056,-5.5580732292917165
10,11.83673469387755,1.7755102040816326,6.199976542341075,0.0,-10.008121615993337,11.83673469387755,56.413361100518856,-10.008121615993337,-5.636758151536476
10,11.83673469387755,2.163265306122449,6.149499422410473,0.0,-12.302998750520617,11.83673469387755,69.97004843877623,-12.302998750520617,-5.6872352714670775
10,11.83673469387755,2.5510204081632653,6.114367346938775,0.0,-14.597875885047895,11.83673469387755,83.53440829926305,-14.597875885047895,-5.722367346938776
10,11.83673469387755,2.9387755102040813,6.088506235827665,0.0,-16.892753019575178,11.83673469387755,97.10340364193019,-16.892753019575178,-5.748228458049886
10,11.83673469387755,3.326530612244898,6.068674095405033,0.0,-19.187630154102457,11.83673469387755,110.67541346994155,-19.187630154102457,-5.768060598472518
10,11.83673469387755,3.7142857142857144,6.0529827315541604,0.0,-21.48250728862974,11.83673469387755,124.2494936862388,-21.48250728862974,-5.78375196232339
10,11.83673469387755,4.1020408163265305,6.040257894202457,0.0,-23.77738442315702,11.83673469387755,137.8250571657856,-23.77738442315702,-5.7964767996750926
10,11.83673469387755,4.489795918367347,6.029730983302412,0.0,-26.072261557684296,11.83673469387755,151.40171960855827,-26.072261557684296,-5.807003710575139
10,11.83673469387755,4.877551020408163,6.020877807189821,0.0,-28.367138692211572,11.83673469387755,164.97921891872463,-28.367138692211572,-5.81585688668773
10,11.83673469387755,5.26530612244898,6.013328587248853,0.0,-30.66201582673886,11.83673469387755,178.55737020697686,-30.66201582673886,-5.823406106628698
10,11.83673469387755,5.653061224489796,6.006815000368379,0.0,-32.95689296126614,11.83673469387755,192.1360393117593,-32.95689296126614,-5.829919693509172
10,11.83673469387755,6.040816326530612,6.001137617209046,0.0,-35.25177009579342,11.83673469387755,205.71512651840231,-35.25177009579342,-5.835597076668505
10,11.83673469387755,6.428571428571429,5.996145124716553,0.0,-37.5466472303207,11.83673469387755,219.29455617037877,-37.5466472303207,-5.840589569160998
10,11.83673469387755,6.816326530612245,5.991720640351949,0.0,-39.84152436484798,11.83673469387755,232.8742698264191,-39.84152436484798,-5.845014053525602
10,11.83673469387755,7.204081632653061,5.9877724460889175,0.0,-42.13640149937526,11.83673469387755,246.45422162751026,-42.13640149937526,-5.848962247788633
10,11.83673469387755,7.591836734693877,5.9842275619925385,0.0,-44.43127863390254,11.83673469387755,260.0343750836848,-44.43127863390254,-5.852507131885012
10,11.83673469387755,7.979591836734693,5.98102719348609,0.0,-46.72615576842982,11.83673469387755,273.6147007976542,-46.72615576842982,-5.855707500391461
10,11.83673469387755,8.36734693877551,5.978123444499751,0.0,-49.021032902957096,11.83673469387755,287.1951748213837,-49.021032902957096,-5.8586112493778
10,11.83673469387755,8.755102040816325,5.975476904048333,0.0,-51.31591003748437,11.83673469387755,300.77577744938066,-51.31591003748437,-5.861257789829218
10,11.83673469387755,9.142857142857142,5.973054846938775,0.0,-53.610787172011655,11.83673469387755,314.3564923190486,-53.610787172011655,-5.863679846938775
10,11.83673469387755,9.53061224489796,5.97082987370537,0.0,-55.90566430653894,11.83673469387755,327.9373057306546,-55.90566430653894,-5.865904820172181
10,11.83673469387755,9.918367346938775,5.96877886957252,0.0,-58.200541441066214,11.83673469387755,341.5182061268108,-58.200541441066214,-5.867955824305031
10,11.83673469387755,10.306122448979592,5.9668821984239235,0.0,-60.4954185755935,11.83673469387755,355.0991836894592,-60.4954185755935,-5.869852495453627
10,11.83673469387755,10.693877551020408,5.965123072129615,0.0,-62.79029571012079,11.83673469387755,368.68023002453475,-62.79029571012079,-5.8716116217479355
10,11.83673469387755,11.081632653061224,5.963487052279476,0.0,-65.08517284464806,11.83673469387755,382.2613379128323,-65.08517284464806,-5.873247641598075
10,11.83673469387755,11.46938775510204,5.961961652988597,0.0,-67.38004997917534,11.83673469387755,395.8425011114096,-67.38004997917534,-5.874773040888954
10,11.83673469387755,11.857142857142858,5.96053602163757,0.0,-69.67492711370262,11.83673469387755,409.42371419395676,-69.67492711370262,-5.876198672239981
10,11.83673469387755,12.244897959183673,5.959200680272109,0.0,-71.9698042482299,11.83673469387755,423.0049724214967,-71.9698042482299,-5.877534013605442
10,11.83673469387755,12.63265306122449,5.957947314628598,0.0,-74.26468138275719,11.83673469387755,436.58627163689766,-74.26468138275719,-5.878787379248953
10,11.83673469387755,13.020408163265305,5.956768600857271,0.0,-76.55955851728446,11.83673469387755,450.1676081782346,-76.55955851728446,-5.87996609302028
10,11.83673469387755,13.408163265306122,5.955658062311683,0.0,-78.85443565181174,11.83673469387755,463.7489788071845,-78.85443565181174,-5.881076631565868
10,11.83673469387755,13.795918367346939,5.954609950489071,0.0,-81.14931278633902,11.83673469387755,477.3303806494959,-81.14931278633902,-5.88212474338848
10,11.83673469387755,14.183673469387754,5.9536191454999265,0.0,-83.4441899208663,11.83673469387755,490.9118111452239,-83.4441899208663,-5.883115548377624
10,11.83673469387755,14.571428571428571,5.952681072428971,0.0,-85.73906705539358,11.83673469387755,504.49326800691114,-85.73906705539358,-5.8840536214485795
10,11.83673469387755,14.959183673469386,5.951791630704124,0.0,-88.03394418992086,11.83673469387755,518.0747491842714,-88.03394418992086,-5.884943063173426
10,11.83673469387755,15.346938775510203,5.950947134172818,0.0,-90.32882132444814,11.83673469387755,531.6562528342284,-90.32882132444814,-5.885787559704733
10,11.83673469387755,15.73469387755102,5.950144260038646,0.0,-92.62369845897543,11.83673469387755,545.237777295384,-92.62369845897543,-5.886590433838904
10,11.83673469387755,16.122448979591837,5.949380005166623,0.0,-94.91857559350271,11.83673469387755,558.8193210661708,-94.91857559350271,-5.887354688710928
10,11.83673469387755,16.51020408163265,5.948651648545698,0.0,-97.21345272802998,11.83673469387755,572.4008827860829,-97.21345272802998,-5.888083045331853
10,11.83673469387755,16.89795918367347,5.9479567189194515,0.0,-99.50832986255728,11.83673469387755,585.9824612194926,-99.50832986255728,-5.888777974958099
10,11.83673469387755,17.285714285714285,5.947292966773486,0.0,-101.80320699708454,11.83673469387755,599.5640552416422,-101.80320699708454,-5.889441727104065
10,11.83673469387755,17.6734693877551,5.9466583400103685,0.0,-104.09808413161181,11.83673469387755,613.1456638264833,-104.09808413161181,-5.890076353867182
10,11.83673469387755,18.06122448979592,5.946050962757984,0.0,-106.3929612661391,11.83673469387755,626.7272860360798,-106.3929612661391,-5.890683731119567
10,11.83673469387755,18.448979591836736,5.94546911685028,0.0,-108.6878384006664,11.83673469387755,640.3089210113487,-108.6878384006664,-5.891265577027271
10,11.83673469387755,18.83673469387755,5.94491122559533,0.0,-110.98271553519366,11.83673469387755,653.8905679639438,-110.98271553519366,-5.891823468282221
10,11.83673469387755,19.224489795918366,5.944375839507778,0.0,-113.27759266972095,11.83673469387755,667.4722261691227,-113.27759266972095,-5.892358854369773
10,11.83673469387755,19.612244897959183,5.94386162373378,0.0,-115.57246980424821,11.83673469387755,681.0538949594584,-115.57246980424821,-5.892873070143771
10,11.83673469387755,20.0,5.943367346938776,0.0,-117.86734693877551,11.83673469387755,694.6355737192836,-117.86734693877551,-5.893367346938775
10,12.244897959183675,1.0,6.622448979591837,0.0,-5.622448979591837,12.244897959183675,31.611932528113293,-5.622448979591837,-5.622448979591837
10,12.244897959183675,1.3877551020408163,6.482743097238896,0.0,-7.996459808413162,12.244897959183675,46.07683976339391,-7.996459808413162,-5.762154861944778
10,12.244897959183675,1.7755102040816326,6.4040581749941365,0.0,-10.370470637234487,12.244897959183675,60.57225747872862,-10.370470637234487,-5.840839784189538
10,12.244897959183675,2.163265306122449,6.353581055063535,0.0,-12.744481466055811,12.244897959183675,75.08177909522041,-12.744481466055811,-5.891316904120139
10,12.244897959183675,2.5510204081632653,6.318448979591837,0.0,-15.118492294877136,12.244897959183675,89.59897323394166,-15.118492294877136,-5.926448979591838
10,12.244897959183675,2.9387755102040813,6.292587868480727,0.0,-17.49250312369846,12.244897959183675,104.12080285484318,-17.49250312369846,-5.952310090702948
10,12.244897959183675,3.326530612244898,6.272755728058095,0.0,-19.866513952519785,12.244897959183675,118.64564696108897,-19.866513952519785,-5.97214223112558
10,12.244897959183675,3.7142857142857144,6.257064364207222,0.0,-22.24052478134111,12.244897959183675,133.1725614556206,-22.24052478134111,-5.987833594976451
10,12.244897959183675,4.1020408163265305,6.244339526855519,0.0,-24.614535610162434,12.244897959183675,147.70095921340186,-24.614535610162434,-6.000558432328155
10,12.244897959183675,4.489795918367347,6.233812615955474,0.0,-26.988546438983757,12.244897959183675,162.23045593440892,-26.988546438983757,-6.011085343228201
10,12.244897959183675,4.877551020408163,6.224959439842883,0.0,-29.36255726780508,12.244897959183675,176.76078952280972,-29.36255726780508,-6.0199385193407915
10,12.244897959183675,5.26530612244898,6.217410219901915,0.0,-31.736568096626407,12.244897959183675,191.29177508929632,-31.736568096626407,-6.02748773928176
10,12.244897959183675,5.653061224489796,6.210896633021441,0.0,-34.11057892544773,12.244897959183675,205.82327847231318,-34.11057892544773,-6.034001326162234
10,12.244897959183675,6.040816326530612,6.2052192498621075,0.0,-36.48458975426905,12.244897959183675,220.3551999571906,-36.48458975426905,-6.039678709321567
10,12.244897959183675,6.428571428571429,6.200226757369615,0.0,-38.858600583090386,12.244897959183675,234.88746388740148,-38.858600583090386,-6.04467120181406
10,12.244897959183675,6.816326530612245,6.195802273005011,0.0,-41.232611411911705,12.244897959183675,249.42001182167624,-41.232611411911705,-6.0490956861786636
10,12.244897959183675,7.204081632653061,6.191854078741979,0.0,-43.60662224073303,12.244897959183675,263.9527979010018,-43.60662224073303,-6.053043880441695
10,12.244897959183675,7.591836734693877,6.1883091946456,0.0,-45.98063306955435,12.244897959183675,278.4857856354107,-45.98063306955435,-6.056588764538074
10,12.244897959183675,7.979591836734693,6.185108826139152,0.0,-48.35464389837568,12.244897959183675,293.0189456276145,-48.35464389837568,-6.059789133044522
10,12.244897959183675,8.36734693877551,6.182205077152813,0.0,-50.728654727197004,12.244897959183675,307.5522539295785,-50.728654727197004,-6.062692882030862
10,12.244897959183675,8.755102040816325,6.1795585367013945,0.0,-53.10266555601832,12.244897959183675,322.0856908358098,-53.10266555601832,-6.06533942248228
10,12.244897959183675,9.142857142857142,6.177136479591837,0.0,-55.47667638483965,12.244897959183675,336.6192399837122,-55.47667638483965,-6.067761479591837
